point_a,point_b,distance,max_speed,road_condition,traffic_condition,date,departure_time,vehicle_type,driver_age,travel_time
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,72.95,3,1,2023-06-15,14:03,Car/Trailer,46,49.21
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,64.05,2,2,2023-06-29,07:31,SUV,28,39.76
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,69.35,1,1,2023-01-03,02:09,Semi-truck,38,37.42
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.96,1,2,2023-06-13,16:34,Semi-truck,26,4.5
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,69.02,3,0,2023-03-14,22:55,Semi-truck,32,52.23
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,67.59,2,2,2023-08-21,03:03,Sedan,22,5.43
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.84,1,2,2023-11-23,16:39,Semi-truck,64,4.92
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,70.09,2,2,2023-09-16,21:01,Semi-truck,25,2.64
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,69.58,2,2,2023-10-20,16:08,Car/Trailer,40,16.77
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.61,2,1,2023-08-02,20:46,Semi-truck,38,4.8
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,69.73,2,2,2023-11-05,05:09,SUV,22,40.38
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,71.87,0,1,2023-09-13,00:07,Sedan,62,0.89
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,68.85,0,2,2023-04-10,10:36,Car/Trailer,69,6.31
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,64.52,1,0,2023-11-12,22:12,Motorcycle,46,6.16
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,72.33,1,0,2023-05-09,23:53,Truck,39,23.53
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,68.35,1,1,2023-05-19,19:49,Sedan,43,53.59
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.88,1,2,2023-10-30,04:24,Semi-truck,34,4.88
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,62.77,2,2,2023-01-26,12:24,SUV,55,4.66
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,68.52,3,0,2023-01-17,04:09,Car/Trailer,48,5.4
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,62.23,0,0,2023-10-02,10:49,Truck,34,5.41
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,73.7,3,0,2023-03-03,18:26,Car/Trailer,65,2.72
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,71.09,2,2,2023-03-27,04:42,Sedan,27,7.8
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,76.14,3,1,2023-07-15,20:45,Truck,54,37.76
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,71.97,1,2,2023-05-13,05:35,Motorcycle,48,14.85
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,69.08,1,0,2023-01-22,15:44,Car/Trailer,28,6.64
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,76.22,1,1,2023-01-09,19:07,Semi-truck,47,5.37
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,61.28,2,2,2023-10-13,09:08,Car/Trailer,64,7.05
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,67.78,2,2,2023-07-22,11:02,Truck,36,53.62
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,71.47,3,2,2023-08-07,10:35,Sedan,56,7.34
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.71,0,0,2023-07-31,21:08,Semi-truck,25,5.55
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,73.05,1,1,2023-09-23,19:59,Motorcycle,47,1.24
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.57,0,0,2023-03-05,02:46,Semi-truck,51,4.73
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,72.24,3,0,2023-06-14,16:00,Car/Trailer,37,0.91
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,76.09,3,0,2023-02-06,11:52,Semi-truck,45,10.92
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,70.84,3,0,2023-12-19,13:48,Truck,69,39.55
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,62.92,2,2,2023-11-12,03:41,Sedan,46,11.55
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.33,0,0,2023-06-05,06:42,Truck,36,6.65
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,68.52,1,2,2023-02-06,08:47,SUV,59,13.71
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,70.41,2,1,2023-08-16,08:32,Semi-truck,25,6.41
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,76.34,0,2,2023-10-06,09:58,Motorcycle,66,6.42
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,66.92,3,0,2023-02-25,00:02,Motorcycle,24,24.16
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,75.84,1,1,2023-10-03,16:08,SUV,53,52.14
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,70.94,1,2,2023-07-06,04:47,Motorcycle,29,15.2
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,74.1,0,0,2023-12-24,23:46,SUV,38,4.29
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,72.98,3,0,2023-12-09,03:37,Car/Trailer,48,0.94
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,67.38,1,0,2023-03-04,03:56,Motorcycle,61,15.77
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.13,0,1,2023-07-25,00:39,Car/Trailer,53,5.06
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.92,2,0,2023-10-19,04:10,Semi-truck,43,5.11
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,79.18,0,1,2023-06-05,08:00,Car/Trailer,69,37.22
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,72.91,1,0,2023-09-04,16:28,Sedan,63,5.52
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,78.76,3,2,2023-12-21,17:18,SUV,62,4.13
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,66.31,1,0,2023-11-01,00:20,Car/Trailer,28,5.6
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,65.88,3,0,2023-12-14,07:31,Motorcycle,63,2.56
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,75.37,2,0,2023-04-22,06:59,Semi-truck,68,3.14
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.23,0,2,2023-04-08,18:24,Motorcycle,51,2.78
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,68.62,3,1,2023-05-23,11:42,Semi-truck,19,1.42
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,70.12,1,1,2023-04-16,16:34,Semi-truck,68,54.8
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.13,1,0,2023-01-21,22:22,SUV,37,4.45
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,72.43,0,2,2023-09-16,00:59,Sedan,22,39.97
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.2,3,1,2023-03-10,06:51,Sedan,54,4.76
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,67.32,0,0,2023-03-27,09:47,Motorcycle,60,16.8
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,71.3,3,2,2023-04-04,09:13,Car/Trailer,42,39.34
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.56,3,0,2023-11-04,22:49,Motorcycle,35,4.39
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.99,1,0,2023-09-21,17:08,Car/Trailer,66,4.05
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,76.76,1,1,2023-01-10,13:38,Semi-truck,46,3.39
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,71.81,1,1,2023-02-27,01:11,SUV,51,15.98
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,72.18,1,0,2023-06-07,01:09,Truck,33,4.29
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,71.86,0,0,2023-09-20,08:36,Semi-truck,42,0.73
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,70.44,0,0,2023-12-11,23:35,SUV,29,22.4
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,71.53,3,1,2023-04-27,08:22,Semi-truck,19,39.85
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,73.72,2,1,2023-02-05,05:26,Truck,56,2.43
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,68.27,2,0,2023-10-19,11:36,Car/Trailer,40,39.5
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,73.13,0,1,2023-01-25,22:43,Semi-truck,45,4.73
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,67.09,1,2,2023-05-07,07:17,Semi-truck,47,14.83
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,67.79,0,0,2023-09-12,22:20,Motorcycle,23,2.93
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,67.51,0,1,2023-06-22,22:29,Motorcycle,49,38.62
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,75.24,3,0,2023-04-30,18:44,Truck,48,2.73
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,72.96,3,1,2023-08-16,21:14,SUV,40,20.43
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.42,1,2,2023-08-25,00:39,Motorcycle,31,5.04
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.24,0,0,2023-07-05,14:12,Motorcycle,28,4.19
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,74.15,0,1,2023-03-30,12:42,Sedan,29,15.13
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,68.23,0,2,2023-02-06,12:05,Car/Trailer,59,2.4
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.77,1,2,2023-06-14,15:19,Car/Trailer,22,3.52
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,69.8,2,0,2023-12-30,10:55,SUV,43,22.61
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,76.41,2,1,2023-08-19,05:02,SUV,37,1.7
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,72.33,0,1,2023-07-31,15:59,Sedan,42,6.23
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,67.68,1,2,2023-11-11,01:14,SUV,56,13.64
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,77.61,1,1,2023-06-20,00:43,Semi-truck,22,13.71
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.55,0,1,2023-03-02,11:07,Car/Trailer,36,4.27
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,69.31,2,1,2023-12-10,18:52,Sedan,28,5.13
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,63.31,1,2,2023-12-17,19:36,Motorcycle,56,17.18
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,69.58,2,0,2023-08-11,11:34,SUV,26,55.4
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,76.32,1,2,2023-06-10,22:48,Car/Trailer,40,50.59
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,67.4,1,2,2023-08-24,03:14,Semi-truck,28,3.97
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.95,2,2,2023-06-05,10:58,SUV,69,5.01
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.12,1,1,2023-07-01,22:19,Semi-truck,51,5.4
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,69.67,0,1,2023-02-20,05:18,Semi-truck,20,0.87
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,76.4,0,0,2023-03-30,05:47,Car/Trailer,32,4.61
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,66.8,0,0,2023-02-27,22:04,Car/Trailer,21,6.59
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,61.69,0,0,2023-01-04,20:39,Motorcycle,53,11.4
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,65.56,3,1,2023-04-04,13:13,Sedan,34,14.35
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,68.07,0,2,2023-02-05,10:50,SUV,46,50.52
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,76.54,1,0,2023-07-04,04:40,Truck,35,49.48
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,68.59,0,0,2023-05-04,08:35,Semi-truck,30,39.3
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,64.38,3,1,2023-09-05,02:40,Car/Trailer,21,15.11
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,69.45,3,2,2023-09-09,20:33,Semi-truck,43,15.09
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,77.93,2,1,2023-12-22,11:10,Semi-truck,30,1.27
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.1,3,2,2023-03-04,01:53,SUV,19,5.05
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,64.73,1,1,2023-11-11,19:42,Motorcycle,52,57.01
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,73.03,2,1,2023-11-27,03:48,Semi-truck,48,22.73
"1211 Avenue of the Americas, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.14,0,1,2023-01-13,20:17,Semi-truck,23,4.43
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.09,3,2,2023-07-04,11:51,Car/Trailer,44,4.75
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,67.45,1,2,2023-01-27,05:43,Semi-truck,45,40.69
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.15,1,2,2023-03-27,15:03,SUV,51,4.09
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,71.3,3,2,2023-02-24,17:37,Sedan,37,2.58
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.51,1,2,2023-01-22,14:02,Motorcycle,18,3.45
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,74.57,1,1,2023-06-19,10:53,Semi-truck,45,2.26
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,78.72,0,0,2023-05-17,13:34,Truck,56,4.09
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,67.56,2,1,2023-09-10,06:16,Semi-truck,34,3.11
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,65.55,2,1,2023-02-03,05:23,SUV,26,1.23
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,65.87,0,2,2023-02-24,01:27,Car/Trailer,36,56.87
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,68.15,1,1,2023-10-05,10:55,Semi-truck,26,5.99
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,68.04,0,1,2023-04-02,03:01,Car/Trailer,38,14.26
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,70.77,2,1,2023-02-09,06:45,Semi-truck,54,14.24
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,71.83,1,2,2023-04-23,02:27,Semi-truck,47,0.73
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,70.38,2,0,2023-04-11,12:10,Truck,28,0.43
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,78.96,3,0,2023-08-18,01:37,Motorcycle,33,1.53
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,70.8,3,1,2023-03-20,17:03,Car/Trailer,42,1.39
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,69.51,1,2,2023-06-13,14:34,Motorcycle,52,1.98
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,75.92,3,1,2023-10-16,20:30,Semi-truck,53,14.53
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,65.94,2,1,2023-12-30,18:26,Motorcycle,61,6.3
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,71.95,3,2,2023-09-06,16:48,SUV,25,38.48
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.51,1,1,2023-06-12,13:25,Semi-truck,43,5.63
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,72.81,0,1,2023-07-28,23:58,Semi-truck,46,51.33
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,72.25,0,0,2023-12-25,11:42,Sedan,37,39.07
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.59,1,0,2023-02-01,17:42,SUV,35,4.3
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,76.59,2,1,2023-08-02,15:40,Sedan,56,14.18
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,72.96,3,1,2023-08-16,08:57,Truck,35,2.26
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.1,3,1,2023-02-01,04:32,Semi-truck,52,2.91
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,74.27,1,1,2023-08-22,00:05,SUV,22,53.74
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,74.84,0,1,2023-06-10,00:46,Motorcycle,49,5.49
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.9,0,1,2023-05-13,08:52,Truck,42,4.7
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,68.33,3,2,2023-10-14,10:46,Motorcycle,21,2.39
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.43,3,2,2023-01-20,17:55,Motorcycle,57,4.06
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.97,0,2,2023-02-19,13:49,Sedan,22,4.06
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,63.19,3,0,2023-12-02,06:53,Semi-truck,56,2.47
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.79,3,0,2023-08-30,16:40,Semi-truck,26,5.96
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.85,3,1,2023-05-21,01:17,Truck,30,14.35
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,72.74,1,2,2023-01-21,23:46,Truck,57,52.51
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,69.07,3,1,2023-01-26,18:12,Motorcycle,23,50.29
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,74.62,2,2,2023-09-14,22:20,Semi-truck,47,2.49
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,68.59,1,2,2023-01-25,20:44,Motorcycle,21,15.73
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,67.51,2,2,2023-01-13,23:09,Sedan,21,0.91
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,71.52,1,0,2023-11-12,00:03,Sedan,20,36.87
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.99,1,1,2023-01-26,16:02,Car/Trailer,57,5.79
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,77.08,3,1,2023-05-31,07:58,Car/Trailer,66,4.53
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,66.21,2,0,2023-06-07,15:06,Car/Trailer,36,1.06
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,70.3,1,0,2023-08-17,18:47,Truck,56,6.76
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,74.24,3,0,2023-12-28,17:36,Semi-truck,47,14.65
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,69.3,3,2,2023-05-14,18:28,Car/Trailer,60,36.96
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,63.08,0,1,2023-10-13,20:31,Car/Trailer,41,5.87
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.54,0,0,2023-01-16,20:24,Car/Trailer,40,4.08
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,65.33,2,1,2023-11-05,12:26,SUV,67,6.81
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,64.51,1,1,2023-03-12,22:10,Truck,60,5.81
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,62.03,0,1,2023-04-12,06:23,Truck,46,4.52
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,72.59,1,2,2023-01-13,01:00,Semi-truck,34,5.28
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,70.93,3,2,2023-10-25,09:19,Motorcycle,66,0.63
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,69.61,3,0,2023-07-04,20:20,SUV,40,2.19
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.28,2,2,2023-08-01,02:25,Motorcycle,69,5.14
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.09,3,0,2023-12-17,02:25,Semi-truck,55,4.02
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,72.07,2,1,2023-09-02,19:54,Truck,39,41.01
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,69.84,2,1,2023-03-18,19:39,Truck,50,2.61
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,66.81,1,2,2023-05-12,03:14,Car/Trailer,33,6.04
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.12,3,2,2023-03-15,14:17,Semi-truck,18,4.94
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,72.93,0,2,2023-09-15,18:48,Truck,36,5.29
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,68.05,2,1,2023-09-29,03:32,Sedan,69,3.26
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,68.77,1,0,2023-03-02,10:09,Motorcycle,51,52.25
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,67.98,0,2,2023-06-03,18:14,Sedan,27,4.68
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.5,2,2,2023-04-12,11:53,Semi-truck,30,4.69
